GEOID,Submarket
49057210509,Ogden
49057210508,Ogden
49049000603,Pleasant Grove
49049010208,Lehi
49057210512,Ogden
49035104100,Salt Lake City - Southeast
49035104300,Salt Lake City - Southeast
49035104900,South Salt Lake
49035110200,Millcreek
49049000604,Pleasant Grove
49049000708,Orem
49049000709,Orem
49049000710,Orem
49049001105,Orem
49049001106,Orem
49049002204,Provo
49049010505,Spanish Fork
49035112503,Midvale
49035110900,Holladay
49035103000,Salt Lake City - Ballpark
49035103100,Salt Lake City - Ballpark
49057201700,Ogden
49049000203,Pleasant Grove
49011126101,Layton
49035111906,Millcreek
49011125304,Ogden
49049010216,Lehi
49049010219,Lehi
49049010404,Spanish Fork
49049010405,Spanish Fork
49049001702,Provo
49049002205,Provo
49049010407,Spanish Fork
49049010408,Spanish Fork
49003960400,Brigham City
49003960100,Brigham City
49003960500,Brigham City
49049010506,Spanish Fork
49049010700,Pleasant Grove
49049002901,Spanish Fork
49049002902,Spanish Fork
49003960702,Brigham City
49003960701,Brigham City
49003960801,Brigham City
49003960200,Brigham City
49003960802,Brigham City
49049003001,Spanish Fork
49049003002,Spanish Fork
49049003103,Spanish Fork
49049003106,Spanish Fork
49049003204,Spanish Fork
49049003205,Spanish Fork
49049010107,Lehi
49049000104,Lehi
49049000105,Lehi
49035110600,Millcreek
49035112402,Midvale
49035112501,Midvale
49049000205,Pleasant Grove
49049000206,Pleasant Grove
49049000504,Pleasant Grove
49049000506,Pleasant Grove
49049000508,Pleasant Grove
49035110701,Millcreek
49035110702,Millcreek
49035111201,Sandy
49035111202,Sandy
49035111302,Sandy
49035111305,Sandy
49035112201,Murray
49035102801,Salt Lake City - West
49035102900,Salt Lake City - Ballpark
49035103200,Salt Lake City - Ballpark
49035103300,Salt Lake City - Southeast
49035103400,Salt Lake City - Southeast
49035103600,Salt Lake City - Southeast
49035103700,Salt Lake City - Southeast
49035103800,Salt Lake City - Southeast
49035103900,Salt Lake City - Southeast
49035112202,Murray
49035112301,Murray
49035112302,Murray
49035104000,Salt Lake City - Southeast
49057200100,Ogden
49057201900,Ogden
49057211202,Ogden
49057200600,Ogden
49057200202,Ogden
49057201500,Ogden
49057211201,Ogden
49057200400,Ogden
49057200700,Ogden
49057200800,Ogden
49057200900,Ogden
49057201200,Ogden
49057201400,Ogden
49057201600,Ogden
49057201800,Ogden
49057210201,Ogden
49005000800,Logan
49005980100,Logan
49005000202,Logan
49005000102,Logan
49005000201,Logan
49005001102,Logan
49005000101,Logan
49005000701,Logan
49005000900,Logan
49005001500,Logan
49005001300,Logan
49005001101,Logan
49005000403,Logan
49005000401,Logan
49005000402,Logan
49005000702,Logan
49049000601,Pleasant Grove
49011127003,North Salt Lake - Bountiful
49011125305,Ogden
49011126402,North Salt Lake - Bountiful
49011126204,Layton
49011125103,Ogden
49011125301,Ogden
